[S] 1/20/20 7:05:52 PM: [SYSTEM] | program.cs | Token fetched from file.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs | 💚 PeaceSimon 💚#0063 >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs | ᕕ( ᐛ )ᕗ fake ᕕ( ᐛ )ᕗ#0966>> Comparing: 14 March // to 1 February... NOPE
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs | ᕕ( ᐛ )ᕗ fake ᕕ( ᐛ )ᕗ#0966 >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs | MelvinRemus#9324>> Comparing: 1 December // to 2 February... NOPE
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs | MelvinRemus#9324 >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs | Sylviaatje96#7313>> Comparing: 21 August // to 2 February... NOPE
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs | Sylviaatje96#7313 >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs | Simmotipo#6877>> Comparing: 21 January // to 2 February... NOPE
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs | Simmotipo#6877 >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs | Ocram#0895>> Comparing: 31 August // to 2 February... NOPE
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs | Ocram#0895 >> Does not seem like a date. Probably a user.
[I] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs | Guild The Bestest Documentary Co. selected.
[F] 2/2/20 11:28:17 AM: [SYSTEM] | program.cs | Error occurred. Likely disabled or misconfigured on the current guild.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Initiating Birthday Check.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Guild Simmo's Server selected.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | [Simmo's Server || QuickReferenceSheet] >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | sirlordbob#9611>> Comparing: 13 March // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | sirlordbob#9611 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Gene#3854>> Comparing: 1 November // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Gene#3854 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Frostedfox2#9632>> Comparing: 22 September // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Frostedfox2#9632 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | CheCheBiscut#3466>> Comparing: 8 November // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | CheCheBiscut#3466 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Chai#8371>> Comparing: 6 January // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Chai#8371 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | pumpkin#3303>> Comparing: 10 May // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | pumpkin#3303 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Headass UwU#2419>> Comparing: 19 October // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Headass UwU#2419 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | RareWhiteWolf25#3358>> Comparing: 7 July // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | RareWhiteWolf25#3358 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Jacko#5081>> Comparing: 19 November // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Jacko#5081 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Lyrical#7555>> Comparing: 8 November // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Lyrical#7555 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | RAINBOWTRASH#3186>> Comparing: 7 February // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | RAINBOWTRASH#3186 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | BALISTIK928#2858>> Comparing: 7 July // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | BALISTIK928#2858 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Auri#6822>> Comparing: 7 March // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Auri#6822 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | SpareShadez#7773>> Comparing: 2 March // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | SpareShadez#7773 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | qr9#1210>> Comparing: 17 December // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | qr9#1210 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Zakwany#5211>> Comparing: 6 March // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Zakwany#5211 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Danganronpaisbest#4079>> Comparing: 31 July // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Danganronpaisbest#4079 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | TestUser#1234>> Comparing: 15 January // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | TestUser#1234 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | peter “braindead” griffindoor#0341>> Comparing: 2 July // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | peter “braindead” griffindoor#0341 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Mr Totoro#5437>> Comparing: 12 July // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Mr Totoro#5437 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | sirlordbobthe1st#9611>> Comparing: 13 March // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | sirlordbobthe1st#9611 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | BoopyDooper#1115>> Comparing: 17 October // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | BoopyDooper#1115 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | 💚 PeaceSimon 💚#0063>> Comparing: 13 March // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | 💚 PeaceSimon 💚#0063 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | ᕕ( ᐛ )ᕗ fake ᕕ( ᐛ )ᕗ#0966>> Comparing: 14 March // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | ᕕ( ᐛ )ᕗ fake ᕕ( ᐛ )ᕗ#0966 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | MelvinRemus#9324>> Comparing: 1 December // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | MelvinRemus#9324 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Sylviaatje96#7313>> Comparing: 21 August // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Sylviaatje96#7313 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Simmotipo#6877>> Comparing: 21 January // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Simmotipo#6877 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Ocram#0895>> Comparing: 31 August // to 2 February... NOPE
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Ocram#0895 >> Does not seem like a date. Probably a user.
[I] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Guild The Bestest Documentary Co. selected.
[F] 2/2/20 2:04:08 PM: [SYSTEM] | program.cs | Error occurred. Likely disabled or misconfigured on the current guild.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Initiating Birthday Check.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Guild Simmo's Server selected.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | [Simmo's Server || QuickReferenceSheet] >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | sirlordbob#9611>> Comparing: 13 March // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | sirlordbob#9611 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Gene#3854>> Comparing: 1 November // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Gene#3854 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Frostedfox2#9632>> Comparing: 22 September // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Frostedfox2#9632 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | CheCheBiscut#3466>> Comparing: 8 November // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | CheCheBiscut#3466 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Chai#8371>> Comparing: 6 January // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Chai#8371 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | pumpkin#3303>> Comparing: 10 May // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | pumpkin#3303 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Headass UwU#2419>> Comparing: 19 October // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Headass UwU#2419 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | RareWhiteWolf25#3358>> Comparing: 7 July // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | RareWhiteWolf25#3358 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Jacko#5081>> Comparing: 19 November // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Jacko#5081 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Lyrical#7555>> Comparing: 8 November // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Lyrical#7555 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | RAINBOWTRASH#3186>> Comparing: 7 February // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | RAINBOWTRASH#3186 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | BALISTIK928#2858>> Comparing: 7 July // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | BALISTIK928#2858 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Auri#6822>> Comparing: 7 March // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Auri#6822 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | SpareShadez#7773>> Comparing: 2 March // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | SpareShadez#7773 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | qr9#1210>> Comparing: 17 December // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | qr9#1210 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Zakwany#5211>> Comparing: 6 March // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Zakwany#5211 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Danganronpaisbest#4079>> Comparing: 31 July // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Danganronpaisbest#4079 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | TestUser#1234>> Comparing: 15 January // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | TestUser#1234 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | peter “braindead” griffindoor#0341>> Comparing: 2 July // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | peter “braindead” griffindoor#0341 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Mr Totoro#5437>> Comparing: 12 July // to 3 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Mr Totoro#5437 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | sirlordbobthe1st#9611>> Comparing: 13 March // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | sirlordbobthe1st#9611 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | BoopyDooper#1115>> Comparing: 17 October // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | BoopyDooper#1115 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | 💚 PeaceSimon 💚#0063>> Comparing: 13 March // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | 💚 PeaceSimon 💚#0063 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | ᕕ( ᐛ )ᕗ fake ᕕ( ᐛ )ᕗ#0966>> Comparing: 14 March // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | ᕕ( ᐛ )ᕗ fake ᕕ( ᐛ )ᕗ#0966 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | MelvinRemus#9324>> Comparing: 1 December // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | MelvinRemus#9324 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Sylviaatje96#7313>> Comparing: 21 August // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Sylviaatje96#7313 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Simmotipo#6877>> Comparing: 21 January // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Simmotipo#6877 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Ocram#0895>> Comparing: 31 August // to 2 February... NOPE
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Ocram#0895 >> Does not seem like a date. Probably a user.
[I] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Guild The Bestest Documentary Co. selected.
[F] 2/3/20 1:55:38 AM: [SYSTEM] | program.cs | Error occurred. Likely disabled or misconfigured on the current guild.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Initiating Birthday Check.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Guild Simmo's Server selected.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | [Simmo's Server || QuickReferenceSheet] >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | sirlordbob#9611>> Comparing: 13 March // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | sirlordbob#9611 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Gene#3854>> Comparing: 1 November // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Gene#3854 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Frostedfox2#9632>> Comparing: 22 September // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Frostedfox2#9632 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | CheCheBiscut#3466>> Comparing: 8 November // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | CheCheBiscut#3466 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Chai#8371>> Comparing: 6 January // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Chai#8371 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | pumpkin#3303>> Comparing: 10 May // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | pumpkin#3303 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Headass UwU#2419>> Comparing: 19 October // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Headass UwU#2419 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | RareWhiteWolf25#3358>> Comparing: 7 July // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | RareWhiteWolf25#3358 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Jacko#5081>> Comparing: 19 November // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Jacko#5081 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Lyrical#7555>> Comparing: 8 November // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Lyrical#7555 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | RAINBOWTRASH#3186>> Comparing: 7 February // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | RAINBOWTRASH#3186 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | BALISTIK928#2858>> Comparing: 7 July // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | BALISTIK928#2858 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Auri#6822>> Comparing: 7 March // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Auri#6822 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | SpareShadez#7773>> Comparing: 2 March // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | SpareShadez#7773 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | qr9#1210>> Comparing: 17 December // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | qr9#1210 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Zakwany#5211>> Comparing: 6 March // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Zakwany#5211 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Danganronpaisbest#4079>> Comparing: 31 July // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | Danganronpaisbest#4079 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | TestUser#1234>> Comparing: 15 January // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | TestUser#1234 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | peter “braindead” griffindoor#0341>> Comparing: 2 July // to 2 February... NOPE
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs | peter “braindead” griffindoor#0341 >> Does not seem like a date. Probably a user.
[I] 2/3/20 2:00:47 AM: [SYSTEM] | program.cs |  >> Does not seem like a date. Probably a user.
